
7668,7668,200,82,RIGHT,95,2147483647,2147483647,-1,200,false,,7668,NEUTRAL,,7668,-50
7668,7668,230,94,UP,95,2147483647,2147483647,-1,197,false,,7668,NEUTRAL,,7668,-20
7668,7668,240,98,LEFT,66,2147483647,2147483647,-1,196,false,,7668,NEUTRAL,,7668,-30
7668,7668,290,118,RIGHT,87,52,2147483647,56,191,false,,7668,NEUTRAL,,7668,-40
7668,7668,300,122,LEFT,42,16,2147483647,20,190,false,,7668,NEUTRAL,,7668,-40
7668,7668,310,126,DOWN,22,24,2147483647,28,189,false,,7668,NEUTRAL,,7668,-40
7668,7668,350,142,RIGHT,87,44,44,45,185,false,,7668,NEUTRAL,,7668,-50
7668,7668,370,150,UP,146,60,16,61,183,false,,7668,NEUTRAL,,7668,-30
7668,7668,400,162,DOWN,147,56,28,60,180,false,,7668,NEUTRAL,,7668,-10
7668,7668,460,186,RIGHT,142,40,2147483647,44,174,false,,7668,NEUTRAL,,7668,640
7668,7668,470,190,LEFT,135,12,2147483647,36,173,false,,7668,NEUTRAL,,7668,610
7668,7668,470,190,DOWN,110,32,24,44,173,false,,7668,NEUTRAL,,7668,550
7671,7671,820,272,NEUTRAL,94,66,2147483647,70,163,false,,7671,NEUTRAL,,7671,-560
7671,7671,860,290,RIGHT,86,60,2147483647,61,159,false,,7671,NEUTRAL,,7671,-550
7671,7671,920,314,RIGHT,86,44,44,47,153,false,,7671,NEUTRAL,,7671,-510
7671,7671,1430,362,DOWN,38,2147483647,2147483647,-1,142,false,,7671,NEUTRAL,,7671,0
7671,7671,1430,363,NEUTRAL,105,62,2147483647,64,142,false,,7671,NEUTRAL,,7671,0
7671,7671,1430,405,RIGHT,76,60,44,62,142,false,,7671,NEUTRAL,,7671,0
7671,7671,1430,439,UP,119,16,2147483647,20,142,false,,7671,NEUTRAL,,7671,0
7671,7671,1430,462,LEFT,54,68,76,91,142,false,,7671,NEUTRAL,,7671,0
7671,7671,1460,507,DOWN,61,16,2147483647,20,139,false,,7671,NEUTRAL,,7671,-50
7671,7671,1490,517,LEFT,121,32,40,91,136,false,,7671,NEUTRAL,,7671,-40
7671,7671,1510,526,RIGHT,46,72,24,75,134,false,,7671,NEUTRAL,,7671,-30
7671,7671,1570,550,RIGHT,94,48,48,51,128,false,,7671,NEUTRAL,,7671,-30
7671,7671,1580,555,RIGHT,63,12,2147483647,20,127,false,,7671,NEUTRAL,,7671,-30
7671,7671,1600,562,RIGHT,155,44,2147483647,45,125,false,,7671,NEUTRAL,,7671,530
7671,7671,1600,563,UP,43,16,2147483647,20,125,false,,7671,NEUTRAL,,7671,480
7671,7671,1610,565,LEFT,121,48,28,51,124,false,,7671,NEUTRAL,,7671,430
